DateTime,Temperature,Rain,WindSpeed,Humidity,Demand,Hour,DayOfWeek,Month
03-01-2022 08:00,8.7,0,8.9,89,3998.92,8,0,1
03-01-2022 09:00,11.2,0,5.9,81,4326.83,9,0,1
03-01-2022 10:00,14.1,0,6.5,70,4468.9,10,0,1
03-01-2022 11:00,16.5,0,7.5,61,4299.92,11,0,1
03-01-2022 12:00,18.2,0,8.1,54,4059.03,12,0,1
03-01-2022 13:00,19.4,0,8.8,49,3566.24,13,0,1
03-01-2022 14:00,20,0,8.9,47,3396.15,14,0,1
03-01-2022 15:00,20,0,10.3,47,3277.94,15,0,1
03-01-2022 16:00,18.9,0,7.6,53,3225.09,16,0,1
03-01-2022 17:00,15,0,9,67,3399.97,17,0,1
03-01-2022 18:00,14.3,0,7.3,72,3656.89,18,0,1
03-01-2022 19:00,13.1,0,7.3,78,3543.97,19,0,1
03-01-2022 20:00,12,0,7.8,85,3244.93,20,0,1
03-01-2022 21:00,10.9,0,8.7,88,3025.75,21,0,1
03-01-2022 22:00,10.2,0,8.4,90,2699.33,22,0,1
03-01-2022 23:00,9.9,0,6.9,91,2252.29,23,0,1
04-01-2022 00:00,9.5,0,6.8,91,1869.64,0,1,1
04-01-2022 01:00,8.6,0,8.3,93,1656.59,1,1,1
04-01-2022 02:00,8.1,0,9.5,94,1568.88,2,1,1
04-01-2022 03:00,8.1,0,8.2,94,1526.74,3,1,1
04-01-2022 04:00,7.8,0,7.1,94,1586.11,4,1,1
04-01-2022 05:00,7.8,0,6.2,96,1837.37,5,1,1
04-01-2022 06:00,8,0,5.9,95,2441.21,6,1,1
04-01-2022 07:00,8.2,0,7.3,94,3343.81,7,1,1
04-01-2022 08:00,10.4,0,8.6,87,3994.42,8,1,1
04-01-2022 09:00,13.5,0,4.1,78,4266.83,9,1,1
04-01-2022 10:00,15.8,0,5.1,70,4435.43,10,1,1
04-01-2022 11:00,18.6,0,6.6,58,4324.88,11,1,1
04-01-2022 12:00,20.3,0,5.5,47,3996.09,12,1,1
04-01-2022 13:00,21.3,0,5.7,41,3672.41,13,1,1
04-01-2022 14:00,21.8,0,5.3,38,3390.66,14,1,1
04-01-2022 15:00,21,0,9.2,41,3286.3,15,1,1
04-01-2022 16:00,19.7,0,6.3,53,3235.02,16,1,1
04-01-2022 17:00,16.1,0,8.4,71,3381.97,17,1,1
04-01-2022 18:00,16.2,0,6.6,71,3654.82,18,1,1
04-01-2022 19:00,16,0,6.5,74,3684.53,19,1,1
04-01-2022 20:00,15,0,6.2,77,3495.31,20,1,1
04-01-2022 21:00,14,0,4.7,80,3138.29,21,1,1
04-01-2022 22:00,14.2,0,2.8,80,2664.59,22,1,1
04-01-2022 23:00,14.3,0,2.9,78,2179.75,23,1,1
05-01-2022 00:00,15.1,0,2.2,72,1820.2,0,2,1
05-01-2022 01:00,12.6,0,4.8,86,1625.55,1,2,1
05-01-2022 02:00,13,0,4.3,84,1540.1,2,2,1
05-01-2022 03:00,12.6,0,4.2,86,1503.36,3,2,1
05-01-2022 04:00,11,0,6.6,91,1572.04,4,2,1
05-01-2022 05:00,11.3,0,5.4,93,1845.55,5,2,1
05-01-2022 06:00,12.4,0,2.6,88,2476.61,6,2,1
05-01-2022 07:00,12.3,0,7.2,88,3277.77,7,2,1
05-01-2022 08:00,12.6,0.4,4.2,89,3932.95,8,2,1
05-01-2022 09:00,13,0.6,3.4,90,4174.56,9,2,1
05-01-2022 10:00,13.4,0.2,5.5,89,4269.62,10,2,1
05-01-2022 11:00,13.8,0.2,5.4,90,4307.59,11,2,1
05-01-2022 12:00,13.9,0.7,8.4,91,4168.12,12,2,1
05-01-2022 13:00,14.2,1,9.9,90,3800.98,13,2,1
05-01-2022 14:00,14,1.1,11.1,93,3698.15,14,2,1
05-01-2022 15:00,14,1.2,12.6,92,3581.72,15,2,1
05-01-2022 16:00,13.6,0.8,13.6,91,3508.28,16,2,1
05-01-2022 17:00,13.5,0.9,17.2,90,3616.73,17,2,1
05-01-2022 18:00,13.4,0.8,15.2,91,3744.97,18,2,1
05-01-2022 19:00,13.3,1,19.2,92,3612.15,19,2,1
05-01-2022 20:00,13.4,0.1,12.2,90,3333.82,20,2,1
05-01-2022 21:00,13.3,0,13.8,89,3068.17,21,2,1
05-01-2022 22:00,13.3,0,16.5,88,2717.25,22,2,1
05-01-2022 23:00,13.2,0,19.5,88,2263.84,23,2,1
06-01-2022 00:00,13.3,0,19.1,87,1886.68,0,3,1
06-01-2022 01:00,13.1,0.1,17.5,89,1670.34,1,3,1
06-01-2022 02:00,13.2,0,15.7,89,1577.55,2,3,1
06-01-2022 03:00,13,0,13.2,89,1536.13,3,3,1
06-01-2022 04:00,12.9,0,11.7,89,1590.9,4,3,1
06-01-2022 05:00,12.6,0,8.4,89,1793.86,5,3,1
06-01-2022 06:00,12.7,0,9.2,91,2230.47,6,3,1
06-01-2022 07:00,12.2,0,8.2,94,2832.14,7,3,1
06-01-2022 08:00,12.9,0,10.9,93,3595.1,8,3,1
06-01-2022 09:00,14.3,0,11.7,88,4182.81,9,3,1
06-01-2022 10:00,15.7,0,14.4,81,4250.5,10,3,1
06-01-2022 11:00,16.8,0,16.6,74,4192.79,11,3,1
06-01-2022 12:00,18.2,0,20.4,65,4047.89,12,3,1
06-01-2022 13:00,18.3,0,13.7,64,3604.2,13,3,1
06-01-2022 14:00,18.5,0,11.9,65,3517.55,14,3,1
06-01-2022 15:00,18.8,0,9.2,64,3386.59,15,3,1
06-01-2022 16:00,18.9,0,9.2,63,3326.01,16,3,1
06-01-2022 17:00,16.2,0,5.4,76,3445.14,17,3,1
06-01-2022 18:00,14.8,0,6.9,83,3595.09,18,3,1
06-01-2022 19:00,13.4,0,8,90,3519.26,19,3,1
06-01-2022 20:00,12.3,0,9,92,3255.62,20,3,1
06-01-2022 21:00,12.3,0,7.4,92,3012.95,21,3,1
06-01-2022 22:00,12.1,0,6.6,94,2727.27,22,3,1
06-01-2022 23:00,11.9,0.7,8.8,94,2285.75,23,3,1
07-01-2022 00:00,11.9,0,7.7,95,1938.95,0,4,1
07-01-2022 01:00,13.4,0,8.7,92,1739.26,1,4,1
07-01-2022 02:00,13.5,0,11.3,94,1630.62,2,4,1
07-01-2022 03:00,13.2,0.1,10.7,96,1596.53,3,4,1
07-01-2022 04:00,13.2,0,10.7,96,1655.81,4,4,1
07-01-2022 05:00,13,0.1,10.4,95,1905.16,5,4,1
07-01-2022 06:00,13.2,0.8,9.2,95,2479.69,6,4,1
07-01-2022 07:00,13.7,0,11.8,95,3291.17,7,4,1
07-01-2022 08:00,14.1,0,13,94,3967.13,8,4,1
07-01-2022 09:00,14.8,0,16.6,90,4337.79,9,4,1
07-01-2022 10:00,16,0,18.1,86,4537.78,10,4,1
07-01-2022 11:00,17.2,0.1,17.1,80,4528.02,11,4,1
07-01-2022 12:00,18.4,0.2,17.1,74,4311.13,12,4,1
07-01-2022 13:00,19.3,0.1,17.4,68,3839.39,13,4,1
07-01-2022 14:00,19.8,0,17.8,65,3601.68,14,4,1
07-01-2022 15:00,19.8,0,18.6,63,3429.45,15,4,1
07-01-2022 16:00,19.1,0,17.1,69,3350.57,16,4,1
07-01-2022 17:00,16.5,0,9.9,79,3451.91,17,4,1
07-01-2022 18:00,15.3,0,10.9,86,3582.49,18,4,1
07-01-2022 19:00,14.9,0,12.1,88,3449.13,19,4,1
07-01-2022 20:00,14.7,0,13,88,3161.07,20,4,1
07-01-2022 21:00,15.1,0,15.8,88,2915.58,21,4,1
07-01-2022 22:00,15.4,0,17,87,2619.27,22,4,1
07-01-2022 23:00,15.3,0,17.7,87,2217.22,23,4,1
08-01-2022 00:00,15.2,0,17.1,88,1851.81,0,5,1
08-01-2022 01:00,14.8,5.1,11.2,91,1634.53,1,5,1
08-01-2022 02:00,14.7,1.2,13.1,92,1528.9,2,5,1
08-01-2022 03:00,14.2,0,17.9,94,1461.89,3,5,1
08-01-2022 04:00,13.9,0,18.2,95,1411.41,4,5,1
08-01-2022 05:00,14.2,0,12.9,95,1626.94,5,5,1
08-01-2022 06:00,13.9,0,15.8,96,1949.43,6,5,1
08-01-2022 07:00,14,0,15.9,95,2435.89,7,5,1
08-01-2022 08:00,14.7,0,17.8,92,2919.83,8,5,1
08-01-2022 09:00,15.4,1.4,10.1,91,3152.4,9,5,1
08-01-2022 10:00,15.8,5,11,88,3327.37,10,5,1
08-01-2022 11:00,15.8,4.2,15.9,91,3303.56,11,5,1
08-01-2022 12:00,16.3,0.3,20.8,87,3225.84,12,5,1
08-01-2022 13:00,17,1,20,85,3007.13,13,5,1
08-01-2022 14:00,16.7,0.6,22.3,83,2807.78,14,5,1
08-01-2022 15:00,17.3,0,24.2,80,2598.16,15,5,1
08-01-2022 16:00,16.8,0,20.9,83,2467.84,16,5,1
08-01-2022 17:00,16.7,0,19.1,78,2602,17,5,1
08-01-2022 18:00,15.9,0.1,20.2,81,2824.34,18,5,1
08-01-2022 19:00,14.4,0.9,14.3,95,2795.91,19,5,1
08-01-2022 20:00,14.8,0.2,8,93,2696.41,20,5,1
08-01-2022 21:00,14.4,0.6,4.1,95,2569.15,21,5,1
08-01-2022 22:00,14.6,0.4,1.1,95,2276.17,22,5,1
08-01-2022 23:00,14.3,0.2,5.8,96,1926.85,23,5,1
09-01-2022 00:00,13.9,0.1,2.9,97,1620.46,0,6,1
09-01-2022 01:00,13.7,0.1,5.8,97,1563.82,1,6,1
09-01-2022 02:00,13.6,0.1,0.4,97,1517.01,2,6,1
09-01-2022 03:00,13.3,3.1,3.3,99,1451.54,3,6,1
09-01-2022 04:00,13.3,0.2,4.1,99,1457.09,4,6,1
09-01-2022 05:00,13.8,0,2.3,96,1576.98,5,6,1
09-01-2022 06:00,14,0.1,2.4,96,1892.78,6,6,1
09-01-2022 07:00,14,0.1,5.1,97,2367.44,7,6,1
09-01-2022 08:00,14,0,6.9,96,2938.53,8,6,1
09-01-2022 09:00,14.7,0,5,92,3370.74,9,6,1
09-01-2022 10:00,16.1,0,1.8,83,3677.63,10,6,1
09-01-2022 11:00,17.1,0,4.8,78,3779.3,11,6,1
09-01-2022 12:00,17.5,0.2,8,75,3628.82,12,6,1
09-01-2022 13:00,16.4,0.5,8.5,76,3333.71,13,6,1
09-01-2022 14:00,16.3,0.1,11.2,80,3024.55,14,6,1
09-01-2022 15:00,16.3,0.5,11.5,80,2754.66,15,6,1
09-01-2022 16:00,15.9,0.2,7.4,83,2576.31,16,6,1
09-01-2022 17:00,14,0,13.5,83,2719.19,17,6,1
09-01-2022 18:00,13.4,0,13.2,87,2910.58,18,6,1
09-01-2022 19:00,12.8,0,12.1,89,2892.3,19,6,1
09-01-2022 20:00,11.7,0,9.8,94,2797.22,20,6,1
09-01-2022 21:00,11.3,0,10.1,95,2688.94,21,6,1
09-01-2022 22:00,10.8,0,8.4,95,2411.1,22,6,1
09-01-2022 23:00,10.2,0,7.3,96,1987.24,23,6,1
10-01-2022 00:00,9.7,0,7.2,97,1666.34,0,0,1
10-01-2022 01:00,9.5,0,8.1,98,1468.78,1,0,1
10-01-2022 02:00,9.2,0,8.3,98,1389.94,2,0,1
10-01-2022 03:00,8.8,0,8.9,98,1371.05,3,0,1
10-01-2022 04:00,8.6,0,10.1,98,1438.43,4,0,1
10-01-2022 05:00,8.3,0,7.2,98,1702.82,5,0,1
10-01-2022 06:00,8.3,0,6.3,98,2282.51,6,0,1
10-01-2022 07:00,8.1,0,6.6,98,3156.99,7,0,1
10-01-2022 08:00,9.5,0,9,94,3932.6,8,0,1
10-01-2022 09:00,11.7,0,7.9,86,4330.16,9,0,1
10-01-2022 10:00,13.8,0,8.4,79,4574.45,10,0,1
10-01-2022 11:00,15.4,0,10.8,71,4471.34,11,0,1
10-01-2022 12:00,16.3,0,11.8,63,4218,12,0,1
10-01-2022 13:00,16.8,0,10.8,59,3757.72,13,0,1
10-01-2022 14:00,17,0,10.5,56,3615.12,14,0,1
10-01-2022 15:00,16.8,0,10.4,55,3429.33,15,0,1
10-01-2022 16:00,16.2,0,8.4,56,3355.17,16,0,1
10-01-2022 17:00,13,0,8.5,79,3478.12,17,0,1
10-01-2022 18:00,11.3,0,8.9,85,3663.24,18,0,1
10-01-2022 19:00,10.2,0,8.6,88,3587.5,19,0,1
10-01-2022 20:00,9.7,0,7.9,90,3348.45,20,0,1
10-01-2022 21:00,9,0,8,92,3111.72,21,0,1
10-01-2022 22:00,8.2,0,9.7,94,2798.18,22,0,1
10-01-2022 23:00,7.7,0,9.7,94,2316.79,23,0,1
11-01-2022 00:00,7.6,0,7.2,94,1923.37,0,1,1
11-01-2022 01:00,7.6,0,6.3,94,1684.86,1,1,1
11-01-2022 02:00,7.3,0,6.8,94,1577.26,2,1,1
11-01-2022 03:00,7.3,0,8.5,93,1541.77,3,1,1
11-01-2022 04:00,7.3,0,9.8,91,1588.71,4,1,1
11-01-2022 05:00,7.6,0,9.9,95,1838.34,5,1,1
11-01-2022 06:00,7.9,0,9.9,95,2399.76,6,1,1
11-01-2022 07:00,7.9,0,8.4,95,3275.9,7,1,1
11-01-2022 08:00,9.3,0,9.4,92,4013.12,8,1,1
11-01-2022 09:00,11.5,0,7.7,85,4331.11,9,1,1
11-01-2022 10:00,13.9,0,9.5,76,4498.38,10,1,1
11-01-2022 11:00,15.8,0,12.7,64,4386.32,11,1,1
11-01-2022 12:00,16.8,0,12.1,57,4099.64,12,1,1
11-01-2022 13:00,17.3,0,10.9,54,3633.04,13,1,1
11-01-2022 14:00,17.6,0,9.6,53,3466.67,14,1,1
11-01-2022 15:00,17.3,0,9.5,54,3379.09,15,1,1
11-01-2022 16:00,16.6,0,8.7,58,3362.93,16,1,1
11-01-2022 17:00,13.8,0,6.4,75,3560.54,17,1,1
11-01-2022 18:00,12.2,0,7.8,82,3754.14,18,1,1
11-01-2022 19:00,11.5,0,9.2,85,3666.89,19,1,1
11-01-2022 20:00,10.9,0,10,86,3434.3,20,1,1
11-01-2022 21:00,10.5,0,10.8,86,3195,21,1,1
11-01-2022 22:00,9.9,0,10,88,2847.41,22,1,1
11-01-2022 23:00,9.2,0,9.8,90,2336.87,23,1,1
12-01-2022 00:00,8.8,0,9.3,92,1932.78,0,2,1
12-01-2022 01:00,8.6,0,8.8,92,1706.39,1,2,1
12-01-2022 02:00,8,0,8.3,93,1593.67,2,2,1
12-01-2022 03:00,8.8,0,8.9,89,1547.66,3,2,1
12-01-2022 04:00,8,0,7.6,93,1602.38,4,2,1
12-01-2022 05:00,9.2,0,8.6,86,1837.46,5,2,1
12-01-2022 06:00,9.4,0,7.6,84,2419.37,6,2,1
12-01-2022 07:00,9.2,0,8.6,86,3274.35,7,2,1
12-01-2022 08:00,9.6,0,8.6,85,4030.84,8,2,1
12-01-2022 09:00,10.9,0,7.6,81,4383.08,9,2,1
12-01-2022 10:00,13.2,0,8.3,76,4600.39,10,2,1
12-01-2022 11:00,15,0,9.5,73,4559.33,11,2,1
12-01-2022 12:00,16.2,0,7.7,70,4253.34,12,2,1
12-01-2022 13:00,17.1,0,7.4,63,3770.02,13,2,1
12-01-2022 14:00,17.3,0,5.6,59,3608.03,14,2,1
12-01-2022 15:00,17,0,6.3,59,3435.97,15,2,1
12-01-2022 16:00,16.8,0,7.9,60,3403.07,16,2,1
12-01-2022 17:00,13.9,0,6.3,76,3504.78,17,2,1
12-01-2022 18:00,11.4,0,7.9,85,3724.44,18,2,1
12-01-2022 19:00,10.1,0,9.3,89,3676.4,19,2,1
12-01-2022 20:00,9.5,0,8.8,90,3430.52,20,2,1
12-01-2022 21:00,9.3,0,8.7,90,3202.51,21,2,1
12-01-2022 22:00,8.9,0,8.7,90,2894.81,22,2,1
12-01-2022 23:00,8.5,0,8.9,92,2396.65,23,2,1
13-01-2022 00:00,8.5,0,7.8,93,1971.41,0,3,1
13-01-2022 01:00,7.6,0,8,95,1727.86,1,3,1
13-01-2022 02:00,8.1,0,5.4,95,1622.03,2,3,1
13-01-2022 03:00,8.6,0,6.2,94,1576.33,3,3,1
13-01-2022 04:00,7.8,0,6.2,95,1617.29,4,3,1
13-01-2022 05:00,7.7,0,4.3,96,1855.46,5,3,1
13-01-2022 06:00,7.4,0,5.1,96,2396.6,6,3,1
13-01-2022 07:00,7.1,0,5.8,97,3272.6,7,3,1
13-01-2022 08:00,9.1,0,5.8,94,3966.29,8,3,1
13-01-2022 09:00,12.2,0,4,83,4340.22,9,3,1
13-01-2022 10:00,14.6,0,4.1,74,4577.33,10,3,1
13-01-2022 11:00,15.9,0,3.5,64,4515.12,11,3,1
13-01-2022 12:00,16.8,0,2,58,4282.7,12,3,1
13-01-2022 13:00,17.1,0,1.1,54,3861.82,13,3,1
13-01-2022 14:00,17.4,0,1.5,51,3714.07,14,3,1
13-01-2022 15:00,17.2,0,1.9,51,3540.3,15,3,1
13-01-2022 16:00,16.9,0,1.6,50,3467.41,16,3,1
13-01-2022 17:00,13.6,0,5.9,69,3566.19,17,3,1
13-01-2022 18:00,14.1,0,4.3,64,3780.82,18,3,1
13-01-2022 19:00,13.1,0,3.1,69,3685.49,19,3,1
13-01-2022 20:00,12.2,0,3.7,75,3413.29,20,3,1
13-01-2022 21:00,11.4,0,4.8,80,3156.8,21,3,1
13-01-2022 22:00,10.7,0,6.2,83,2881.67,22,3,1
13-01-2022 23:00,10.6,0,5.6,85,2421.83,23,3,1
14-01-2022 00:00,10,0,5.4,88,2004.77,0,4,1
14-01-2022 01:00,7.3,0,7.2,97,1770.23,1,4,1
14-01-2022 02:00,6.2,0,7.9,100,1648.79,2,4,1
14-01-2022 03:00,5.7,0,9.5,100,1602.97,3,4,1
14-01-2022 04:00,5.6,0,9.2,100,1678.19,4,4,1
14-01-2022 05:00,6,0,8,100,1964.22,5,4,1
14-01-2022 06:00,5.8,0,6.2,100,2627.83,6,4,1
14-01-2022 07:00,6.4,0,3.3,100,3547.4,7,4,1
14-01-2022 08:00,7.2,0,3.9,99,4325.45,8,4,1
14-01-2022 09:00,10.1,0,3.6,90,4754.73,9,4,1
14-01-2022 10:00,11.8,0,1.9,89,5046.07,10,4,1
14-01-2022 11:00,14.3,0,0.5,78,4962.08,11,4,1
14-01-2022 12:00,15.8,0,0.5,63,4671.89,12,4,1
14-01-2022 13:00,16.2,0,0.8,57,4013.78,13,4,1
14-01-2022 14:00,16.4,0,1,53,3879.12,14,4,1
14-01-2022 15:00,16.4,0,2.8,49,3728.23,15,4,1
14-01-2022 16:00,16,0,4.1,51,3619.88,16,4,1
14-01-2022 17:00,12.3,0,7.9,76,3696.22,17,4,1
14-01-2022 18:00,10.9,0,7.4,82,3860.73,18,4,1
14-01-2022 19:00,9.8,0,6.9,88,3758.24,19,4,1
14-01-2022 20:00,8.5,0,8.7,91,3541.19,20,4,1
14-01-2022 21:00,7.9,0,9.4,92,3318.56,21,4,1
14-01-2022 22:00,7.8,0,7.9,92,2969.54,22,4,1
14-01-2022 23:00,7.9,0,7.6,93,2455.27,23,4,1
15-01-2022 00:00,7.5,0,7,95,2029.44,0,5,1
15-01-2022 01:00,7.2,0,7,97,1772.64,1,5,1
15-01-2022 02:00,6.7,0,6.6,98,1652.72,2,5,1
15-01-2022 03:00,6.3,0,6.5,99,1587.35,3,5,1
15-01-2022 04:00,6.3,0,6.6,100,1634.04,4,5,1
15-01-2022 05:00,6,0,6.6,100,1819.38,5,5,1
15-01-2022 06:00,6.3,0,6.4,100,2260.78,6,5,1
15-01-2022 07:00,5.8,0,4.7,100,2881.33,7,5,1
15-01-2022 08:00,7.4,0,5.5,97,3458.43,8,5,1
15-01-2022 09:00,9.6,0,5.2,91,3797.16,9,5,1
15-01-2022 10:00,12.1,0,6.2,82,4002.67,10,5,1
15-01-2022 11:00,13.9,0,7.4,75,4014.53,11,5,1
15-01-2022 12:00,15.1,0,5.6,69,3835.29,12,5,1
15-01-2022 13:00,15.9,0,3.7,66,3542,13,5,1
15-01-2022 14:00,16.5,0,2.5,64,3226.36,14,5,1
15-01-2022 15:00,16.7,0,3.2,64,3005.86,15,5,1
15-01-2022 16:00,16.4,0,6.9,66,2910.77,16,5,1
15-01-2022 17:00,11.9,0,5.4,84,3083.95,17,5,1
15-01-2022 18:00,10.3,0,8,90,3312.38,18,5,1
15-01-2022 19:00,9.6,0,8.4,92,3266,19,5,1
15-01-2022 20:00,9,0,7.7,94,3197.86,20,5,1
15-01-2022 21:00,7.7,0,7,96,3076.77,21,5,1
15-01-2022 22:00,6.7,0,9.6,98,2750.31,22,5,1
15-01-2022 23:00,6.2,0,9.2,99,2257.41,23,5,1
16-01-2022 00:00,5.9,0,8.5,100,1857.67,0,6,1
16-01-2022 01:00,6.6,0,5.8,99,1618.46,1,6,1
16-01-2022 02:00,6.5,0,7.2,99,1491.94,2,6,1
16-01-2022 03:00,6.3,0,7.2,99,1441.21,3,6,1
16-01-2022 04:00,6.4,0,7.8,100,1500.64,4,6,1
16-01-2022 05:00,5.7,0,5.4,100,1671.98,5,6,1
16-01-2022 06:00,6.2,0,6.5,99,2036.6,6,6,1
16-01-2022 07:00,5.9,0,6.3,99,2584.45,7,6,1
16-01-2022 08:00,7.1,0,8.3,98,3222.73,8,6,1
16-01-2022 09:00,9,0,7.2,92,3715.36,9,6,1
16-01-2022 10:00,11.2,0,7.9,83,4077.36,10,6,1
16-01-2022 11:00,13,0,7.9,76,4107.13,11,6,1
16-01-2022 12:00,14.4,0,7.5,73,3942.65,12,6,1
16-01-2022 13:00,15.4,0,8,70,3638.83,13,6,1
16-01-2022 14:00,15.8,0,6.4,70,3224.39,14,6,1
16-01-2022 15:00,15.6,0,7.3,71,2889.79,15,6,1
16-01-2022 16:00,15.4,0,5.9,73,2782.05,16,6,1
16-01-2022 17:00,13,0,2.3,74,2951.63,17,6,1
16-01-2022 18:00,11.9,0,2.6,80,3237.43,18,6,1
16-01-2022 19:00,10.8,0,4.8,86,3263.86,19,6,1
16-01-2022 20:00,9.8,0,5.8,90,3202.62,20,6,1
16-01-2022 21:00,9.8,0,3.5,90,3094.26,21,6,1
16-01-2022 22:00,9.4,0,2.9,92,2760.32,22,6,1
16-01-2022 23:00,8.7,0,4.1,96,2252.95,23,6,1
17-01-2022 00:00,8.2,0,4,99,1850.73,0,0,1
17-01-2022 01:00,7.1,0,4.9,100,1624.74,1,0,1
17-01-2022 02:00,6.3,0,4.5,100,1513.59,2,0,1
17-01-2022 03:00,5.1,0,1,100,1465.61,3,0,1
17-01-2022 04:00,4.1,0,2.1,99,1538.12,4,0,1
17-01-2022 05:00,4.1,0,4.6,98,1792.18,5,0,1
17-01-2022 06:00,5.3,0,2.7,97,2400.3,6,0,1
17-01-2022 07:00,6.7,0,3,76,3288.48,7,0,1
17-01-2022 08:00,7.7,0,4.7,82,4134.03,8,0,1
17-01-2022 09:00,9.5,0,5.4,78,4568.21,9,0,1
17-01-2022 10:00,10.7,0,4.5,79,4803.18,10,0,1
17-01-2022 11:00,12.4,0,4,73,4729.4,11,0,1
17-01-2022 12:00,13.1,0,3.8,72,4095.99,12,0,1
17-01-2022 13:00,13.4,0,5.1,71,3372.12,13,0,1
17-01-2022 14:00,13.9,0,3.3,69,3925.72,14,0,1
17-01-2022 15:00,13.9,0,2.8,68,3812.88,15,0,1
17-01-2022 16:00,13.9,0,3.8,69,3666.51,16,0,1
17-01-2022 17:00,11.9,0,5,86,3760.4,17,0,1
17-01-2022 18:00,10.9,0,5.1,86,3931.87,18,0,1
17-01-2022 19:00,11.3,0,3.8,86,3925.84,19,0,1
17-01-2022 20:00,10.9,0,2.3,88,3695.93,20,0,1
17-01-2022 21:00,9.8,0,4.3,92,3440.18,21,0,1
17-01-2022 22:00,7.5,0,6.3,98,3100.54,22,0,1
17-01-2022 23:00,7.1,0,6.6,99,2544.12,23,0,1
18-01-2022 00:00,5.8,0,8.2,100,2080.71,0,1,1
18-01-2022 01:00,6.1,0,5.1,100,1806.56,1,1,1
18-01-2022 02:00,6.2,0,5.9,100,1689.33,2,1,1
