DateTime,Hour,DayOfWeek,Month,Temperature,Humidity,Rainfall,WindSpeed,AQI,Demand
2022-01-02 12:00:00,12,6,1,21.0,100,0.33,6.4,168.0,4526.15
2022-01-02 13:00:00,13,6,1,20.8,100,0.0,8.7,186.0,4390.88
2022-01-02 14:00:00,14,6,1,12.6,100,0.0,7.6,152.0,3834.91
2022-01-02 15:00:00,15,6,1,18.8,100,0.14,14.5,155.0,3748.52
2022-01-02 16:00:00,16,6,1,16.9,100,0.0,5.4,209.0,3570.25
2022-01-02 17:00:00,17,6,1,13.9,100,0.0,5.4,232.0,2944.36
2022-01-02 18:00:00,18,6,1,9.2,100,0.0,5.8,157.0,2187.3
2022-01-02 19:00:00,19,6,1,8.9,100,0.0,3.4,244.0,1672.36
2022-01-02 20:00:00,20,6,1,12.9,100,0.0,7.9,191.0,1643.72
2022-01-02 21:00:00,21,6,1,8.0,100,0.0,6.2,174.0,1200.0
2022-01-02 22:00:00,22,6,1,7.5,100,0.0,1.1,386.0,1200.0
2022-01-02 23:00:00,23,6,1,12.5,100,0.0,1.6,340.0,1200.0
2022-01-03 00:00:00,0,0,1,12.2,100,0.0,1.4,332.0,1200.0
2022-01-03 01:00:00,1,0,1,6.6,100,0.0,7.1,376.0,1200.0
2022-01-03 02:00:00,2,0,1,8.9,100,0.56,7.9,306.0,1200.0
2022-01-03 03:00:00,3,0,1,15.4,100,0.0,6.4,334.0,1678.93
2022-01-03 04:00:00,4,0,1,11.4,100,0.0,6.2,365.0,1950.17
2022-01-03 05:00:00,5,0,1,15.3,100,0.0,7.1,284.0,2560.1
2022-01-03 06:00:00,6,0,1,13.0,100,0.0,7.4,175.0,2725.69
2022-01-03 07:00:00,7,0,1,12.4,100,1.0,5.1,240.0,2825.08
2022-01-03 08:00:00,8,0,1,17.7,100,0.0,2.3,196.0,3575.04
2022-01-03 09:00:00,9,0,1,20.6,100,0.0,3.0,191.0,4133.64
2022-01-03 10:00:00,10,0,1,16.6,100,0.0,14.2,192.0,4303.72
2022-01-03 11:00:00,11,0,1,22.7,100,0.0,10.7,225.0,4541.75
2022-01-03 12:00:00,12,0,1,22.2,100,0.0,5.8,236.0,4733.17
2022-01-03 13:00:00,13,0,1,24.2,100,0.0,10.7,174.0,4542.68
2022-01-03 14:00:00,14,0,1,15.2,100,0.0,10.4,161.0,4125.94
2022-01-03 15:00:00,15,0,1,17.7,100,0.0,6.3,229.0,3980.66
2022-01-03 16:00:00,16,0,1,15.5,100,0.82,14.3,248.0,3570.55
2022-01-03 17:00:00,17,0,1,13.9,100,0.0,6.5,190.0,3130.16
2022-01-03 18:00:00,18,0,1,15.3,100,0.0,1.5,155.0,2814.11
2022-01-03 19:00:00,19,0,1,8.4,100,0.0,2.0,214.0,1906.5
2022-01-03 20:00:00,20,0,1,12.1,100,0.0,2.6,232.0,1793.06
2022-01-03 21:00:00,21,0,1,4.4,100,0.42,3.5,200.0,1235.56
2022-01-03 22:00:00,22,0,1,10.5,100,0.0,1.0,380.0,1200.0
2022-01-03 23:00:00,23,0,1,11.9,100,0.0,3.6,319.0,1247.57
2022-01-04 00:00:00,0,1,1,5.9,100,0.0,1.8,317.0,1200.0
2022-01-04 01:00:00,1,1,1,6.0,100,0.39,3.3,268.0,1200.0
2022-01-04 02:00:00,2,1,1,11.4,100,0.18,5.1,362.0,1244.72
2022-01-04 03:00:00,3,1,1,8.0,100,0.0,7.9,341.0,1232.26
2022-01-04 04:00:00,4,1,1,8.2,100,0.0,1.6,329.0,1623.26
2022-01-04 05:00:00,5,1,1,14.2,100,0.0,4.4,358.0,2450.7
2022-01-04 06:00:00,6,1,1,16.8,100,0.0,3.3,193.0,2843.68
2022-01-04 07:00:00,7,1,1,14.3,100,0.0,7.5,182.0,3140.67
2022-01-04 08:00:00,8,1,1,17.1,100,0.0,1.6,164.0,3405.59
2022-01-04 09:00:00,9,1,1,15.8,100,0.0,6.8,247.0,3699.5
2022-01-04 10:00:00,10,1,1,21.5,100,0.77,5.7,228.0,4504.52
2022-01-04 11:00:00,11,1,1,23.2,100,0.31,12.8,186.0,4757.53
2022-01-04 12:00:00,12,1,1,18.7,100,0.52,13.1,194.0,4463.83
2022-01-04 13:00:00,13,1,1,17.8,100,0.0,11.5,183.0,4431.68
2022-01-04 14:00:00,14,1,1,20.1,100,0.0,16.8,165.0,4230.77
2022-01-04 15:00:00,15,1,1,14.6,100,0.0,16.3,160.0,3805.48
2022-01-04 16:00:00,16,1,1,14.7,100,0.0,8.4,222.0,3571.49
2022-01-04 17:00:00,17,1,1,15.4,100,0.0,7.7,184.0,3049.87
2022-01-04 18:00:00,18,1,1,10.9,100,0.0,5.3,152.0,2692.74
2022-01-04 19:00:00,19,1,1,12.5,100,0.0,6.4,187.0,2066.25
2022-01-04 20:00:00,20,1,1,6.4,100,0.0,7.9,234.0,1417.48
2022-01-04 21:00:00,21,1,1,11.8,100,0.0,6.2,171.0,1642.61
2022-01-04 22:00:00,22,1,1,4.1,100,0.0,4.4,388.0,1200.0
2022-01-04 23:00:00,23,1,1,10.7,100,0.0,7.4,304.0,1200.0
2022-01-05 00:00:00,0,2,1,3.8,100,0.0,4.9,379.0,1200.0
2022-01-05 01:00:00,1,2,1,6.1,100,0.0,3.4,320.0,1200.0
2022-01-05 02:00:00,2,2,1,11.9,100,0.0,4.7,316.0,1256.86
2022-01-05 03:00:00,3,2,1,7.8,100,0.0,2.9,347.0,1293.37
2022-01-05 04:00:00,4,2,1,8.9,100,0.0,2.6,351.0,1500.77
2022-01-05 05:00:00,5,2,1,12.5,100,0.0,6.6,398.0,2276.91
2022-01-05 06:00:00,6,2,1,19.7,100,0.0,1.1,159.0,2869.7
2022-01-05 07:00:00,7,2,1,12.8,100,0.0,3.4,176.0,2978.77
2022-01-05 08:00:00,8,2,1,18.9,100,0.0,7.0,172.0,3883.96
2022-01-05 09:00:00,9,2,1,21.7,100,0.0,4.4,201.0,4240.93
2022-01-05 10:00:00,10,2,1,21.2,100,0.0,12.9,167.0,4266.1
2022-01-05 11:00:00,11,2,1,14.4,100,0.0,11.1,200.0,4257.94
2022-01-05 12:00:00,12,2,1,15.4,100,0.0,14.0,217.0,4139.75
2022-01-05 13:00:00,13,2,1,22.7,100,0.0,19.4,168.0,4422.35
2022-01-05 14:00:00,14,2,1,20.6,100,0.0,9.5,207.0,4318.83
2022-01-05 15:00:00,15,2,1,19.6,100,0.0,7.4,234.0,4176.75
2022-01-05 16:00:00,16,2,1,17.3,100,0.0,11.2,220.0,3655.7
2022-01-05 17:00:00,17,2,1,10.8,100,0.97,5.1,186.0,2764.64
2022-01-05 18:00:00,18,2,1,12.5,100,0.27,7.7,226.0,2681.68
2022-01-05 19:00:00,19,2,1,13.1,100,0.0,2.5,249.0,2442.38
2022-01-05 20:00:00,20,2,1,11.1,100,0.0,3.2,162.0,1896.7
2022-01-05 21:00:00,21,2,1,4.7,100,0.0,6.9,182.0,1308.13
2022-01-05 22:00:00,22,2,1,7.9,100,0.0,4.7,316.0,1200.0
2022-01-05 23:00:00,23,2,1,10.3,100,0.0,7.2,342.0,1200.0
2022-01-06 00:00:00,0,3,1,9.9,100,0.0,1.5,251.0,1200.0
2022-01-06 01:00:00,1,3,1,4.1,100,0.0,6.4,313.0,1200.0
2022-01-06 02:00:00,2,3,1,6.9,100,0.0,6.0,338.0,1200.0
2022-01-06 03:00:00,3,3,1,7.8,100,0.0,7.6,368.0,1200.0
2022-01-06 04:00:00,4,3,1,14.9,100,0.0,6.2,260.0,1953.83
2022-01-06 05:00:00,5,3,1,14.9,100,0.0,2.5,278.0,2468.0
2022-01-06 06:00:00,6,3,1,13.9,100,0.0,4.7,176.0,2700.49
2022-01-06 07:00:00,7,3,1,18.7,100,0.0,4.8,209.0,3356.29
2022-01-06 08:00:00,8,3,1,14.7,100,0.0,7.0,154.0,3417.18
2022-01-06 09:00:00,9,3,1,22.9,100,0.0,6.1,200.0,4037.78
2022-01-06 10:00:00,10,3,1,16.2,100,0.55,13.9,232.0,4049.01
2022-01-06 11:00:00,11,3,1,21.3,100,0.0,17.8,237.0,4597.94
2022-01-06 12:00:00,12,3,1,23.5,100,0.0,18.2,237.0,4486.21
2022-01-06 13:00:00,13,3,1,21.6,100,0.0,13.3,226.0,4434.82
2022-01-06 14:00:00,14,3,1,14.7,100,0.0,14.5,204.0,4143.72
2022-01-06 15:00:00,15,3,1,14.6,100,0.0,7.7,225.0,3906.04
2022-01-06 16:00:00,16,3,1,15.1,100,0.0,13.7,185.0,3553.97
2022-01-06 17:00:00,17,3,1,14.1,100,0.0,5.2,188.0,2919.36
2022-01-06 18:00:00,18,3,1,13.2,100,0.0,2.9,250.0,2632.24
2022-01-06 19:00:00,19,3,1,8.8,100,0.0,6.4,173.0,1905.43
2022-01-06 20:00:00,20,3,1,12.5,100,0.0,5.5,190.0,1784.22
2022-01-06 21:00:00,21,3,1,8.7,100,0.0,5.6,187.0,1519.5
2022-01-06 22:00:00,22,3,1,11.2,100,0.0,6.9,364.0,1312.52
2022-01-06 23:00:00,23,3,1,4.1,100,0.0,1.0,340.0,1200.0
2022-01-07 00:00:00,0,4,1,7.6,100,0.0,2.9,370.0,1200.0
2022-01-07 01:00:00,1,4,1,3.4,100,0.53,3.0,354.0,1200.0
2022-01-07 02:00:00,2,4,1,6.2,100,0.0,5.0,253.0,1200.0
2022-01-07 03:00:00,3,4,1,9.4,100,0.0,1.6,303.0,1223.28
2022-01-07 04:00:00,4,4,1,9.3,100,0.0,6.8,256.0,1780.76
2022-01-07 05:00:00,5,4,1,15.1,100,0.0,6.0,381.0,2452.87
2022-01-07 06:00:00,6,4,1,17.4,100,0.0,5.2,228.0,2860.41
2022-01-07 07:00:00,7,4,1,12.6,100,0.0,2.1,237.0,2903.51
2022-01-07 08:00:00,8,4,1,21.4,100,0.0,2.1,152.0,3880.33
2022-01-07 09:00:00,9,4,1,17.6,100,0.0,1.5,153.0,3844.25
2022-01-07 10:00:00,10,4,1,19.9,100,0.0,16.0,227.0,4297.5
2022-01-07 11:00:00,11,4,1,20.6,100,0.0,18.1,240.0,4448.03
2022-01-07 12:00:00,12,4,1,18.4,100,0.0,16.0,163.0,4507.94
2022-01-07 13:00:00,13,4,1,22.3,100,0.0,6.0,194.0,4400.89
2022-01-07 14:00:00,14,4,1,17.6,100,0.0,10.9,247.0,4084.29
2022-01-07 15:00:00,15,4,1,18.2,100,0.0,18.3,194.0,3903.22
2022-01-07 16:00:00,16,4,1,14.9,100,0.0,15.6,167.0,3362.13
2022-01-07 17:00:00,17,4,1,12.8,100,0.0,4.1,236.0,3052.72
2022-01-07 18:00:00,18,4,1,10.6,100,0.0,1.3,162.0,2511.63
2022-01-07 19:00:00,19,4,1,10.5,100,0.0,4.4,219.0,1942.88
2022-01-07 20:00:00,20,4,1,12.9,100,0.0,4.7,163.0,1746.39
2022-01-07 21:00:00,21,4,1,12.3,100,0.0,4.1,237.0,1423.08
2022-01-07 22:00:00,22,4,1,11.6,100,0.0,6.8,380.0,1389.68
2022-01-07 23:00:00,23,4,1,11.0,100,0.95,3.8,348.0,1200.0
2022-01-08 00:00:00,0,5,1,11.3,100,0.0,6.5,335.0,1200.0
2022-01-08 01:00:00,1,5,1,7.4,100,0.0,7.1,298.0,1200.0
2022-01-08 02:00:00,2,5,1,7.9,100,0.0,3.8,354.0,1200.0
2022-01-08 03:00:00,3,5,1,8.5,100,0.0,2.2,346.0,1266.66
2022-01-08 04:00:00,4,5,1,13.3,100,1.84,3.4,307.0,1673.38
2022-01-08 05:00:00,5,5,1,14.5,100,0.0,6.0,328.0,2266.62
2022-01-08 06:00:00,6,5,1,15.4,100,0.0,1.4,243.0,2510.56
2022-01-08 07:00:00,7,5,1,13.4,100,0.0,4.8,181.0,2900.73
2022-01-08 08:00:00,8,5,1,19.5,100,0.0,2.3,203.0,3610.71
2022-01-08 09:00:00,9,5,1,15.0,100,0.54,4.9,154.0,3666.34
2022-01-08 10:00:00,10,5,1,24.9,100,0.0,14.7,167.0,4287.25
2022-01-08 11:00:00,11,5,1,24.2,100,0.0,17.8,217.0,4581.31
2022-01-08 12:00:00,12,5,1,22.2,100,0.0,17.9,172.0,4248.4
2022-01-08 13:00:00,13,5,1,15.0,100,0.31,14.5,156.0,3856.49
2022-01-08 14:00:00,14,5,1,16.7,100,0.0,15.4,249.0,3786.63
2022-01-08 15:00:00,15,5,1,14.6,100,0.0,18.4,169.0,3518.38
2022-01-08 16:00:00,16,5,1,12.3,100,0.0,6.0,214.0,3073.58
2022-01-08 17:00:00,17,5,1,14.5,100,0.0,8.0,216.0,2935.66
2022-01-08 18:00:00,18,5,1,11.9,100,0.0,5.4,225.0,2263.71
2022-01-08 19:00:00,19,5,1,10.5,100,0.0,4.3,188.0,1785.73
2022-01-08 20:00:00,20,5,1,6.8,100,0.32,4.6,212.0,1226.26
2022-01-08 21:00:00,21,5,1,6.0,100,0.74,1.8,173.0,1200.0
2022-01-08 22:00:00,22,5,1,5.8,100,0.84,4.1,340.0,1200.0
2022-01-08 23:00:00,23,5,1,8.5,100,0.0,1.8,373.0,1200.0
2022-01-09 00:00:00,0,6,1,11.6,100,0.0,3.3,253.0,1200.0
2022-01-09 01:00:00,1,6,1,12.1,100,0.0,7.0,388.0,1200.0
2022-01-09 02:00:00,2,6,1,10.9,100,0.0,5.7,268.0,1200.0
2022-01-09 03:00:00,3,6,1,8.0,100,0.0,3.2,326.0,1200.0
2022-01-09 04:00:00,4,6,1,10.9,100,0.0,3.7,335.0,1471.75
2022-01-09 05:00:00,5,6,1,12.7,100,0.0,2.2,261.0,2162.25
2022-01-09 06:00:00,6,6,1,13.2,100,0.0,2.6,172.0,2329.47
2022-01-09 07:00:00,7,6,1,19.3,100,0.0,3.5,203.0,3144.61
2022-01-09 08:00:00,8,6,1,16.2,100,0.0,1.1,176.0,3463.63
2022-01-09 09:00:00,9,6,1,15.2,100,0.0,2.4,156.0,3439.14
2022-01-09 10:00:00,10,6,1,18.8,100,0.0,12.3,165.0,3967.87
2022-01-09 11:00:00,11,6,1,22.1,100,0.0,19.3,163.0,4196.02
2022-01-09 12:00:00,12,6,1,22.0,100,0.0,5.6,240.0,4386.22
2022-01-09 13:00:00,13,6,1,21.3,100,0.0,11.8,238.0,4157.62
2022-01-09 14:00:00,14,6,1,21.4,100,0.0,6.1,157.0,3971.78
2022-01-09 15:00:00,15,6,1,20.5,100,0.0,14.9,169.0,3757.29
2022-01-09 16:00:00,16,6,1,13.9,100,0.0,18.5,228.0,3136.3
2022-01-09 17:00:00,17,6,1,15.9,100,0.0,5.5,203.0,2800.2
2022-01-09 18:00:00,18,6,1,15.1,100,0.0,7.4,202.0,2603.92
2022-01-09 19:00:00,19,6,1,5.9,100,0.0,4.9,189.0,1572.67
2022-01-09 20:00:00,20,6,1,12.6,100,0.0,3.0,232.0,1826.63
2022-01-09 21:00:00,21,6,1,11.6,100,0.51,6.1,228.0,1381.39
2022-01-09 22:00:00,22,6,1,9.0,100,0.0,1.8,353.0,1200.0
2022-01-09 23:00:00,23,6,1,6.7,100,0.0,5.1,326.0,1200.0
2022-01-10 00:00:00,0,0,1,10.1,100,0.0,4.9,372.0,1200.0
2022-01-10 01:00:00,1,0,1,6.1,100,0.0,4.9,360.0,1200.0
2022-01-10 02:00:00,2,0,1,8.3,100,0.0,6.9,375.0,1200.0
2022-01-10 03:00:00,3,0,1,13.4,100,0.86,7.1,399.0,1554.25
2022-01-10 04:00:00,4,0,1,14.0,100,0.84,1.0,277.0,1760.24
2022-01-10 05:00:00,5,0,1,10.4,100,1.76,5.5,260.0,2165.05
2022-01-10 06:00:00,6,0,1,16.2,100,0.0,6.8,200.0,2639.02
2022-01-10 07:00:00,7,0,1,13.8,100,0.0,4.1,165.0,3007.55
2022-01-10 08:00:00,8,0,1,16.5,100,0.0,6.1,180.0,3444.65
2022-01-10 09:00:00,9,0,1,19.8,100,0.0,3.7,207.0,4085.78
2022-01-10 10:00:00,10,0,1,16.3,100,0.12,13.8,220.0,4287.56
2022-01-10 11:00:00,11,0,1,23.5,100,0.0,12.2,194.0,4800.39
2022-01-10 12:00:00,12,0,1,20.9,100,0.0,5.1,156.0,4436.69
2022-01-10 13:00:00,13,0,1,16.5,100,0.0,5.7,154.0,4184.54
2022-01-10 14:00:00,14,0,1,17.6,100,0.0,16.7,157.0,4173.18
2022-01-10 15:00:00,15,0,1,13.2,100,0.0,16.6,159.0,3615.67
2022-01-10 16:00:00,16,0,1,16.2,100,0.0,11.3,176.0,3654.72
2022-01-10 17:00:00,17,0,1,15.4,100,0.0,3.2,245.0,3343.63
2022-01-10 18:00:00,18,0,1,8.7,100,0.18,4.9,202.0,2280.42
2022-01-10 19:00:00,19,0,1,12.2,100,0.59,2.6,235.0,2191.46
2022-01-10 20:00:00,20,0,1,9.5,100,0.0,5.6,205.0,1549.82
2022-01-10 21:00:00,21,0,1,10.8,100,0.0,2.2,183.0,1583.9
2022-01-10 22:00:00,22,0,1,5.9,100,0.0,7.6,334.0,1200.0
2022-01-10 23:00:00,23,0,1,7.2,100,0.0,4.5,266.0,1200.0
2022-01-11 00:00:00,0,1,1,7.3,100,0.0,1.7,304.0,1200.0
2022-01-11 01:00:00,1,1,1,6.9,100,0.0,2.1,354.0,1200.0
2022-01-11 02:00:00,2,1,1,12.6,100,0.0,5.2,255.0,1277.36
2022-01-11 03:00:00,3,1,1,13.0,100,0.0,7.2,371.0,1591.2
2022-01-11 04:00:00,4,1,1,14.4,100,0.0,8.0,397.0,2030.75
2022-01-11 05:00:00,5,1,1,11.9,100,0.0,1.6,360.0,2083.04
2022-01-11 06:00:00,6,1,1,18.8,100,0.0,7.3,215.0,2864.01
2022-01-11 07:00:00,7,1,1,16.5,100,0.0,6.8,160.0,3109.7
2022-01-11 08:00:00,8,1,1,14.8,100,0.69,6.2,231.0,3628.18
2022-01-11 09:00:00,9,1,1,17.1,100,0.0,5.8,167.0,3975.93
2022-01-11 10:00:00,10,1,1,23.7,100,0.88,10.4,157.0,4589.77
2022-01-11 11:00:00,11,1,1,19.9,100,0.0,15.0,176.0,4606.28
2022-01-11 12:00:00,12,1,1,20.7,100,0.0,10.7,163.0,4499.93
2022-01-11 13:00:00,13,1,1,21.0,100,0.12,9.2,236.0,4416.13
2022-01-11 14:00:00,14,1,1,22.6,100,0.0,9.6,233.0,4342.65
2022-01-11 15:00:00,15,1,1,19.2,100,0.19,5.7,207.0,3934.51
2022-01-11 16:00:00,16,1,1,15.4,100,0.0,18.5,235.0,3589.27
2022-01-11 17:00:00,17,1,1,15.4,100,0.0,3.0,193.0,3062.95
2022-01-11 18:00:00,18,1,1,13.9,100,0.0,1.8,159.0,2860.71
2022-01-11 19:00:00,19,1,1,14.0,100,0.0,7.4,196.0,2168.21
2022-01-11 20:00:00,20,1,1,5.9,100,0.0,5.9,174.0,1548.14
2022-01-11 21:00:00,21,1,1,7.1,100,0.0,4.3,248.0,1200.81
2022-01-11 22:00:00,22,1,1,10.2,100,0.0,2.0,292.0,1397.89
2022-01-11 23:00:00,23,1,1,6.7,100,0.0,4.6,251.0,1200.0
2022-01-12 00:00:00,0,2,1,2.8,100,0.0,2.5,310.0,1200.0
2022-01-12 01:00:00,1,2,1,10.4,100,0.0,4.6,381.0,1200.0
2022-01-12 02:00:00,2,2,1,12.7,100,0.0,6.1,382.0,1403.12
2022-01-12 03:00:00,3,2,1,10.8,100,0.0,1.0,345.0,1299.42
2022-01-12 04:00:00,4,2,1,8.9,100,0.0,4.2,305.0,1545.74
2022-01-12 05:00:00,5,2,1,13.6,100,0.0,5.7,352.0,2237.39
2022-01-12 06:00:00,6,2,1,14.6,100,0.0,2.2,214.0,2826.17
2022-01-12 07:00:00,7,2,1,18.8,100,0.0,3.1,199.0,3360.25
2022-01-12 08:00:00,8,2,1,13.9,100,0.0,1.5,189.0,3585.51
2022-01-12 09:00:00,9,2,1,18.1,100,0.0,6.6,232.0,4108.51
2022-01-12 10:00:00,10,2,1,23.5,100,0.0,5.4,189.0,4484.84
2022-01-12 11:00:00,11,2,1,20.4,100,0.0,10.1,202.0,4420.87
2022-01-12 12:00:00,12,2,1,15.5,100,0.0,13.0,234.0,4307.29
2022-01-12 13:00:00,13,2,1,18.8,100,0.0,13.0,164.0,4229.42
2022-01-12 14:00:00,14,2,1,16.1,100,0.0,11.9,179.0,4262.76
2022-01-12 15:00:00,15,2,1,14.6,100,0.0,13.2,159.0,3835.9
2022-01-12 16:00:00,16,2,1,12.6,100,0.0,13.3,204.0,3482.34
2022-01-12 17:00:00,17,2,1,14.8,100,0.0,4.6,218.0,3019.99
2022-01-12 18:00:00,18,2,1,12.9,100,0.0,5.4,199.0,2607.83
2022-01-12 19:00:00,19,2,1,14.7,100,0.0,6.1,165.0,2486.47
2022-01-12 20:00:00,20,2,1,12.0,100,0.64,4.7,237.0,1703.78
2022-01-12 21:00:00,21,2,1,6.0,100,0.0,7.8,245.0,1243.0
2022-01-12 22:00:00,22,2,1,9.9,100,0.0,2.4,364.0,1200.0
2022-01-12 23:00:00,23,2,1,7.6,100,0.0,4.1,340.0,1200.0
2022-01-13 00:00:00,0,3,1,8.5,100,0.0,6.9,384.0,1200.0
2022-01-13 01:00:00,1,3,1,8.2,100,0.0,4.3,353.0,1200.0
2022-01-13 02:00:00,2,3,1,6.4,100,0.0,2.5,394.0,1200.0
2022-01-13 03:00:00,3,3,1,13.7,100,0.0,3.4,345.0,1452.95
2022-01-13 04:00:00,4,3,1,13.4,100,0.0,5.3,263.0,1916.06
2022-01-13 05:00:00,5,3,1,11.0,100,0.0,5.4,337.0,2242.69
2022-01-13 06:00:00,6,3,1,11.7,100,0.0,6.6,221.0,2403.38
2022-01-13 07:00:00,7,3,1,13.0,100,0.35,2.1,177.0,2849.23
2022-01-13 08:00:00,8,3,1,19.4,100,0.0,3.5,215.0,3570.62
2022-01-13 09:00:00,9,3,1,22.7,100,0.0,5.5,203.0,4180.4
2022-01-13 10:00:00,10,3,1,16.7,100,0.0,16.6,177.0,4134.14
2022-01-13 11:00:00,11,3,1,18.1,100,0.0,5.0,201.0,4172.72
2022-01-13 12:00:00,12,3,1,16.7,100,0.0,19.1,158.0,4509.55
2022-01-13 13:00:00,13,3,1,22.1,100,0.0,18.4,193.0,4718.76
2022-01-13 14:00:00,14,3,1,16.9,100,0.0,19.0,234.0,4215.0
2022-01-13 15:00:00,15,3,1,14.4,100,0.0,19.3,220.0,3698.2
2022-01-13 16:00:00,16,3,1,14.1,100,0.0,18.0,198.0,3299.99
2022-01-13 17:00:00,17,3,1,14.6,100,0.0,6.8,235.0,3005.35
2022-01-13 18:00:00,18,3,1,13.3,100,0.0,1.3,189.0,2838.26
2022-01-13 19:00:00,19,3,1,12.2,100,0.71,2.4,239.0,2138.68
2022-01-13 20:00:00,20,3,1,5.0,100,0.0,5.8,174.0,1662.69
2022-01-13 21:00:00,21,3,1,11.2,100,0.76,4.7,210.0,1304.3
2022-01-13 22:00:00,22,3,1,11.8,100,0.0,2.9,283.0,1200.0
2022-01-13 23:00:00,23,3,1,7.3,100,0.0,2.9,253.0,1200.0
2022-01-14 00:00:00,0,4,1,7.6,100,0.0,5.6,332.0,1200.0
2022-01-14 01:00:00,1,4,1,9.5,100,0.0,3.8,295.0,1200.0
2022-01-14 02:00:00,2,4,1,7.0,100,0.0,5.1,399.0,1200.0
2022-01-14 03:00:00,3,4,1,12.0,100,0.0,2.6,279.0,1396.16
2022-01-14 04:00:00,4,4,1,14.3,100,0.0,3.7,351.0,1870.77
2022-01-14 05:00:00,5,4,1,14.4,100,0.0,5.8,354.0,2505.8
2022-01-14 06:00:00,6,4,1,13.5,100,0.0,2.7,200.0,2748.85
2022-01-14 07:00:00,7,4,1,13.8,100,0.0,4.2,206.0,3224.0
2022-01-14 08:00:00,8,4,1,18.9,100,0.0,7.0,174.0,3878.4
2022-01-14 09:00:00,9,4,1,17.6,100,0.0,2.5,196.0,4108.25
2022-01-14 10:00:00,10,4,1,15.6,100,0.0,18.6,244.0,4262.36
2022-01-14 11:00:00,11,4,1,20.7,100,0.0,8.7,214.0,4551.99
2022-01-14 12:00:00,12,4,1,17.0,100,0.0,16.8,188.0,4372.03
2022-01-14 13:00:00,13,4,1,22.3,100,0.0,8.8,175.0,4527.42
2022-01-14 14:00:00,14,4,1,21.7,100,0.0,19.9,154.0,4487.55
2022-01-14 15:00:00,15,4,1,16.2,100,0.0,9.1,212.0,4066.61
2022-01-14 16:00:00,16,4,1,14.7,100,0.0,18.8,160.0,3488.86
2022-01-14 17:00:00,17,4,1,9.4,100,0.0,2.6,193.0,2943.47
